comparison,fpr,tpr,threshold_q
class0_vs_rest,0.11926605504587157,0.8,0.12754104858088489
class0_vs_rest,0.12293577981651377,0.8,0.12526942334801947
class0_vs_rest,0.12293577981651377,0.8266666666666667,0.12477596299565588
class0_vs_rest,0.13394495412844037,0.8266666666666667,0.11605816808272869
class0_vs_rest,0.13394495412844037,0.8533333333333334,0.11466382692567864
class0_vs_rest,0.13577981651376148,0.8533333333333334,0.11462983890007454
class0_vs_rest,0.13577981651376148,0.8666666666666667,0.11458866641377365
class0_vs_rest,0.15045871559633028,0.8666666666666667,0.11211155513986942
class0_vs_rest,0.15045871559633028,0.8933333333333333,0.10536892659731188
class0_vs_rest,0.1577981651376147,0.8933333333333333,0.1019291499357527
class0_vs_rest,0.1577981651376147,0.92,0.09662630334799108
class0_vs_rest,0.163302752293578,0.92,0.09173164355777003
class0_vs_rest,0.163302752293578,0.9333333333333333,0.08375194110512081
class0_vs_rest,0.1688073394495413,0.9333333333333333,0.07965589921519348
class0_vs_rest,0.1724770642201835,0.9333333333333333,0.07743962521718246
class0_vs_rest,0.1889908256880734,0.9333333333333333,0.07147902720228688
class0_vs_rest,0.1926605504587156,0.9333333333333333,0.07087618639576475
class0_vs_rest,0.4036697247706422,0.9333333333333333,0.0306282070422228
class0_vs_rest,0.4073394495412844,0.9333333333333333,0.03059967706408452
class0_vs_rest,0.5357798165137615,0.9333333333333333,0.029831666278184264
class0_vs_rest,0.5357798165137615,0.9466666666666667,0.029825536614634825
class0_vs_rest,0.5577981651376147,0.9466666666666667,0.029661928683131427
class0_vs_rest,0.5577981651376147,0.96,0.029654311674750137
class0_vs_rest,0.618348623853211,0.96,0.029376493688583014
class0_vs_rest,0.618348623853211,0.9733333333333334,0.029372257009364935
class0_vs_rest,0.7137614678899082,0.9733333333333334,0.02686084125100097
class0_vs_rest,0.7137614678899082,0.9866666666666667,0.026832517740938817
class0_vs_rest,0.7779816513761468,0.9866666666666667,0.02477518818227039
class0_vs_rest,0.7779816513761468,1.0,0.024772757017658204
class0_vs_rest,0.8,1.0,0.024387822620609026
class0_vs_rest,0.8036697247706422,1.0,0.02438275769433207
class0_vs_rest,1.0,1.0,0.022113589541714013
