target,model,n_features,fold,r2,mae,rmse,best_params
GPR2mm,MLP,10,14,0.46994798325020304,2.7696479074101634,3.3565188524495295,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,10,15,0.2657101860515686,3.5417862649523126,5.813983404950113,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,10,16,-0.07015478368126993,2.825337979886023,4.142273981719704,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,10,17,0.7159360683168727,2.4259683503928398,3.0762035975686617,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,10,18,0.6871045228841961,2.1376568167103067,2.8388229749817286,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,10,19,0.03559994109226594,2.8342943400394085,4.39921372964242,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,10,20,0.4543092871770834,2.7972650486136192,3.8577861102809767,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,10,21,0.07708465645783114,4.079325074050644,5.60712686319893,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,10,22,0.5088168161828481,2.738069337026151,3.656742630269962,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,10,23,-0.3274041567877852,2.796920793877713,4.170968726486357,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,10,24,0.6348778448696125,2.8409252384403847,3.86763389607545,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,Dummy,15,0,-0.022499035643703813,3.956888888888882,5.046373603112391,{}
GPR2mm,Dummy,15,1,-0.285043739276013,3.4587878787878736,3.6424848984008182,{}
GPR2mm,Dummy,15,2,-0.03145389714774538,4.415555555555551,5.491635605752137,{}
GPR2mm,Dummy,15,3,-0.34613329462971465,5.056282828282832,6.912125563687551,{}
GPR2mm,Dummy,15,4,-0.00020854136591874628,4.3013333333333295,5.852021075377863,{}
GPR2mm,Dummy,15,5,-0.34232043202549867,3.9791111111111097,4.299900360223028,{}
GPR2mm,Dummy,15,6,-0.08163379848370389,4.611272727272729,6.83134607937545,{}
GPR2mm,Dummy,15,7,-0.00011667668472825632,4.017818181818171,5.375450402894266,{}
GPR2mm,Dummy,15,8,-0.02152741573402217,4.719636363636358,6.09450558676481,{}
GPR2mm,Dummy,15,9,-0.02805761546648977,3.467083333333333,4.045539725014039,{}
GPR2mm,Dummy,15,10,-0.008693662165407678,4.397454545454539,6.012484257122736,{}
GPR2mm,Dummy,15,11,-0.0413799627773479,4.430181818181818,5.4939381905094855,{}
GPR2mm,Dummy,15,12,-0.0008175114233808234,3.9865454545454444,5.537438311969856,{}
GPR2mm,Dummy,15,13,-0.015447351180758906,4.24836363636364,5.175545028320147,{}
GPR2mm,Dummy,15,14,-0.00016192844144002905,3.6944999999999975,4.610680246268801,{}
GPR2mm,Dummy,15,15,-0.042016172572177046,4.669050505050508,6.92591672910644,{}
GPR2mm,Dummy,15,16,-0.09895357133958926,3.810222222222218,4.197640049054998,{}
GPR2mm,Dummy,15,17,-0.021162570625246957,4.219272727272721,5.832496311455373,{}
GPR2mm,Dummy,15,18,-0.021756170779022366,4.137414141414141,5.129940208441964,{}
GPR2mm,Dummy,15,19,-0.0026170378246317405,3.9583333333333326,4.485532298401161,{}
GPR2mm,Dummy,15,20,-0.03273366355198193,4.208606060606059,5.307121504103753,{}
GPR2mm,Dummy,15,21,-0.001336481741960327,4.786545454545452,5.8404924751086575,{}
GPR2mm,Dummy,15,22,-0.0005574669725407766,3.734020202020196,5.2190765705203255,{}
GPR2mm,Dummy,15,23,-0.21290353603097567,3.511878787878782,3.9870205855599163,{}
GPR2mm,Dummy,15,24,-0.003928232192657033,4.513499999999998,6.413241562059966,{}
GPR2mm,Ridge,15,0,0.6035172605833703,2.206729590803656,3.1423900362493975,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,1,0.13053506554382277,2.2705283747026987,2.9961588887506347,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,2,0.735998465742568,1.7246033969938304,2.778305681387939,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,3,0.17112460379174876,4.136701177030476,5.423906696319119,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,4,0.4751537724450283,2.893111921160749,4.239129091264252,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,5,0.35727798876182837,2.582209720179202,2.9753761554376204,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,6,0.25959785566983484,3.57809130820647,5.651971934742735,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,7,0.49131729171069083,2.829287825275984,3.833654867281967,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,8,0.704168965054489,1.9140238531223452,3.2797091583498266,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,9,0.3232350591474731,2.7148202875889904,3.28236345764921,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,10,0.519019451333089,2.9180168812442235,4.151815662495653,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,11,0.6520330078572082,2.393736597479172,3.175763734956786,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,12,0.4170126239469667,2.6020154822955153,4.226306878740709,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,13,0.22915270157268186,2.8490339275225307,4.509325269061633,"{""model__alpha"": 100.0}"
GPR2mm,Ridge,15,14,0.3347216206110877,2.9420529088237912,3.760378405695878,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,15,0.5343520504885773,2.8354749109059982,4.629870922727066,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,16,0.15011440426738587,2.905989318278232,3.6914395143004097,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,17,0.6168028147096116,2.4065701871193372,3.5728779758496025,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,18,0.484439394437313,2.668953283627781,3.6440013667661835,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,19,-0.0005331531452947846,2.9644044233897167,4.480868406947024,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,20,0.5801285027547447,2.2613201080295284,3.383943168859428,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,21,0.2329585655026425,3.3866131338868626,5.111741240349958,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,22,0.4908335918842769,2.8676362692379245,3.723081315431705,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,23,0.12186219246205443,2.488168494281603,3.3924752255244592,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,15,24,0.49436027636225843,3.0931946302138296,4.551419410394554,"{""model__alpha"": 10.0}"
GPR2mm,SVR,15,0,0.7823414288071501,1.71487721969583,2.3282833548672905,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,1,0.6680294831223282,1.539471190790963,1.8513501353036836,"{""model__C"": 100, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}"
GPR2mm,SVR,15,2,0.8087655561761093,1.9326900202894597,2.3646118417830118,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,3,0.48349615596657414,3.0343713519690834,4.28158297477819,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,4,0.5949246762666842,2.1166393143909388,3.7241614128337166,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR2mm,SVR,15,5,0.4008176182361739,2.1372961315961656,2.8728292175715993,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,6,0.3726124374618287,3.1208366345601224,5.202763864045813,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,7,0.752247344494291,2.101011885776696,2.675461363414892,"{""model__C"": 100, ""model__epsilon"": 0.5, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,8,0.7237068698285405,2.0834699283458793,3.1695565847726384,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,9,0.8319606917901583,1.2459623449265198,1.6355852497241057,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,10,0.769346447055534,2.1803166148305113,2.875109439977016,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,11,0.5670503492235935,2.384453244647777,3.542402105648561,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR2mm,SVR,15,12,0.47469344327323104,2.5503829814452597,4.011786975768871,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,13,0.6207600283910784,1.8362648367127508,3.162892551959026,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.03}"
GPR2mm,SVR,15,14,0.6166709910779249,2.2949683434717674,2.8544056236927227,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,15,0.7478834626616975,2.0941900521198833,3.406753437601964,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,16,0.2545271428433804,2.2441227249784816,3.4572552122321514,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,17,0.7626190350002159,2.2231905611920784,2.8120949102370223,"{""model__C"": 100, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}"
GPR2mm,SVR,15,18,0.8411821877324932,1.508605783173619,2.022498803070578,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,19,0.37671936409633267,2.5681986283356597,3.5366189136168558,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,20,0.7162513017328105,2.0927609314817586,2.7818377914791155,"{""model__C"": 100, ""model__epsilon"": 0.5, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,21,0.44212103491085175,2.627351185926504,4.359427329137289,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR2mm,SVR,15,22,0.7448315344219634,2.0663210628893625,2.635640369400725,"{""model__C"": 100, ""model__epsilon"": 0.5, ""model__gamma"": 0.1}"
GPR2mm,SVR,15,23,0.05824757031547023,2.310732964695564,3.5132068557778258,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}"
GPR2mm,SVR,15,24,0.5864791884300173,2.4491704269581813,4.115996060472723,"{""model__C"": 10, ""model__epsilon"": 0.1, ""model__gamma"": 0.1}"
GPR2mm,RandomForest,15,0,0.8007102842087878,1.706283235928405,2.227872795082296,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,1,0.5546881116730915,1.7582084880952942,2.1442279343988573,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,2,0.8995021680984752,1.3765319047618885,1.7141749643106872,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,3,0.16982295593582775,3.8127969874289773,5.428163818079785,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 3}"
GPR2mm,RandomForest,15,4,0.5483277380747915,2.3501752978936366,3.9325324259281844,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,5,0.6462754429743527,1.9498835360611748,2.2073077964036134,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,6,0.3287558679973438,3.352470234127021,5.381538031471569,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,7,0.8246133242288176,1.6459987380951828,2.251063898138361,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,8,0.8106909318612272,2.0087874856247527,2.6236093803474683,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 5}"
GPR2mm,RandomForest,15,9,0.4207844154799518,1.962901509208465,3.0366019186487456,"{""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,10,0.8129747581789626,1.9641438809524028,2.5889545045209017,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,11,0.6170450336521578,2.1165688664898994,3.3316012283323846,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,12,0.5380294614193226,2.1664708597705618,3.7621715362074593,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,13,0.6709970414861797,1.5747958041019081,2.9459629967121157,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,14,0.3807225357172671,2.663981832837368,3.628043480713816,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,15,0.6963652722879881,2.013772166666667,3.7386581521844913,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,16,0.058928403601245405,2.489248083333357,3.8844260255562952,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,17,0.7721235085182705,2.3871363333333324,2.755223226848716,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,18,0.8508335210254814,1.610995214285694,1.9600822140443617,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,19,0.34400114702284823,2.448841319444549,3.6282565500871096,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,20,0.6870205385935968,2.218815923236841,2.9216136389065115,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,21,0.6773008591690559,2.035021642151991,3.3155711629368114,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,22,0.8131934325109702,1.815540962282072,2.2551151371469427,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,23,0.02114206992502854,2.327788581462776,3.5817492504765673,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,RandomForest,15,24,0.6371009867326081,2.255288207808826,3.8558413672593397,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
GPR2mm,XGBoost,15,0,0.7493643343893961,1.8579030761718753,2.498442633471671,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR2mm,XGBoost,15,1,0.5952387008676432,1.5965792236328111,2.0442701886485173,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,2,0.9051702294037208,1.3218856811523432,1.6651338578631596,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,3,0.273024791705719,3.3772777099609375,5.079575105386335,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 1.0}"
GPR2mm,XGBoost,15,4,0.6635169097421403,2.1011803309122716,3.394237474363137,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR2mm,XGBoost,15,5,0.7514710569955082,1.4714064331054675,1.8502004316848912,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,6,0.427017255263494,3.0612879028320323,4.972066567382378,"{""learning_rate"": 0.1, ""max_depth"": 5, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,7,0.8179051254536316,1.565313842773437,2.2937093531007,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,8,0.7959238810918624,2.088148071289063,2.7240154050567194,"{""learning_rate"": 0.1, ""max_depth"": 2, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,9,0.5891306082068672,1.8445269902547192,2.5575235261791947,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,10,0.7776329917053946,2.1046215209960932,2.8229909298588587,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,11,0.6052244936937532,2.1371789550781246,3.382628160880272,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,12,0.5816338661191407,1.9376968994140629,3.580219999145491,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,13,0.676016075387285,1.8129726562500001,2.9234058847226625,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR2mm,XGBoost,15,14,0.5753485393217328,2.415250587463378,3.004319774430112,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR2mm,XGBoost,15,15,0.7805124077982726,1.7808964233398428,3.178666925871221,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,16,-0.06957022892731146,2.6201723022460937,4.141142502079462,"{""learning_rate"": 0.1, ""max_depth"": 2, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,17,0.7705821509353306,2.2546412963867164,2.764525693843287,"{""learning_rate"": 0.1, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,18,0.8280893704027307,1.7279499511718757,2.104214621569524,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR2mm,XGBoost,15,19,0.28738669048232546,2.702571233113606,3.7815810472588165,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,20,0.6442568860832971,2.4214213256835926,3.1148211501188072,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,21,0.5096458434305138,2.4204834594726568,4.087091679344197,"{""learning_rate"": 0.1, ""max_depth"": 2, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,22,0.7922208117485512,1.847759521484374,2.3783385345268093,"{""learning_rate"": 0.1, ""max_depth"": 2, ""subsample"": 0.7}"
GPR2mm,XGBoost,15,23,0.11532707685309251,1.938275085449219,3.4050752540186444,"{""learning_rate"": 0.03, ""max_depth"": 3, ""subsample"": 1.0}"
GPR2mm,XGBoost,15,24,0.6235745083419377,2.6167263666788725,3.927044095270826,"{""learning_rate"": 0.03, ""max_depth"": 2, ""subsample"": 1.0}"
GPR2mm,MLP,15,0,0.6033699120657829,2.6666040996506273,3.142973899625768,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,1,0.44684175212548005,1.9362680347151564,2.389810698457736,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,2,0.760523521591541,1.9004273460292977,2.6461120660882615,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,3,0.11892777088845274,3.8011921958917014,5.592079567331191,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,4,0.3485905689805291,3.0718655033144135,4.72267025041878,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,5,0.5675698608995403,1.9619586673653509,2.440553145262761,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,6,0.16693862712645868,4.066656330328707,5.995213608865122,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,7,0.6637139329106923,2.214493816346115,3.1170513845310155,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,8,0.5220700574024291,2.5950090566644803,4.168651468150459,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,9,-0.6948809469241812,3.1100454442785725,5.1944233438149725,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,10,0.7439508923561498,2.4503176216495293,3.029255740175029,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,11,0.3243896172274511,3.0194662240495274,4.425143086305747,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,12,0.2336194115030794,3.1815649768685006,4.84566851459654,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,13,0.4426661461784722,2.347273115567912,3.8342912442647936,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,14,0.07576155986797084,3.2428310209433686,4.432225610433349,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,15,0.5125140016694445,3.2701861645144987,4.737193329929924,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,16,-0.4101666230312486,3.117016631266803,4.7550023729787805,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,17,0.765599514685255,2.2087225026901636,2.7943852620749605,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,18,0.518787408905339,2.469021552996027,3.520522787687684,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,19,-0.64770384401116,4.085435418929747,5.750240715285268,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,20,0.6386451434363949,2.358903722451683,3.139292712075107,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,21,0.19462457458073412,3.199281121241732,5.23791728612221,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,22,0.5275772553072319,2.804422709978434,3.586229255590631,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32]}"
GPR2mm,MLP,15,23,-0.6262478867670065,3.0546826102044595,4.616668801629002,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,MLP,15,24,0.356656366673206,3.7293495297025383,5.133904294851707,"{""model__alpha"": 1.0, ""model__hidden_layer_sizes"": [32, 16]}"
GPR2mm,Dummy,31,0,-0.022499035643703813,3.956888888888882,5.046373603112391,{}
GPR2mm,Dummy,31,1,-0.285043739276013,3.4587878787878736,3.6424848984008182,{}
GPR2mm,Dummy,31,2,-0.03145389714774538,4.415555555555551,5.491635605752137,{}
GPR2mm,Dummy,31,3,-0.34613329462971465,5.056282828282832,6.912125563687551,{}
GPR2mm,Dummy,31,4,-0.00020854136591874628,4.3013333333333295,5.852021075377863,{}
GPR2mm,Dummy,31,5,-0.34232043202549867,3.9791111111111097,4.299900360223028,{}
GPR2mm,Dummy,31,6,-0.08163379848370389,4.611272727272729,6.83134607937545,{}
GPR2mm,Dummy,31,7,-0.00011667668472825632,4.017818181818171,5.375450402894266,{}
GPR2mm,Dummy,31,8,-0.02152741573402217,4.719636363636358,6.09450558676481,{}
GPR2mm,Dummy,31,9,-0.02805761546648977,3.467083333333333,4.045539725014039,{}
GPR2mm,Dummy,31,10,-0.008693662165407678,4.397454545454539,6.012484257122736,{}
GPR2mm,Dummy,31,11,-0.0413799627773479,4.430181818181818,5.4939381905094855,{}
GPR2mm,Dummy,31,12,-0.0008175114233808234,3.9865454545454444,5.537438311969856,{}
GPR2mm,Dummy,31,13,-0.015447351180758906,4.24836363636364,5.175545028320147,{}
GPR2mm,Dummy,31,14,-0.00016192844144002905,3.6944999999999975,4.610680246268801,{}
GPR2mm,Dummy,31,15,-0.042016172572177046,4.669050505050508,6.92591672910644,{}
GPR2mm,Dummy,31,16,-0.09895357133958926,3.810222222222218,4.197640049054998,{}
GPR2mm,Dummy,31,17,-0.021162570625246957,4.219272727272721,5.832496311455373,{}
GPR2mm,Dummy,31,18,-0.021756170779022366,4.137414141414141,5.129940208441964,{}
GPR2mm,Dummy,31,19,-0.0026170378246317405,3.9583333333333326,4.485532298401161,{}
GPR2mm,Dummy,31,20,-0.03273366355198193,4.208606060606059,5.307121504103753,{}
GPR2mm,Dummy,31,21,-0.001336481741960327,4.786545454545452,5.8404924751086575,{}
GPR2mm,Dummy,31,22,-0.0005574669725407766,3.734020202020196,5.2190765705203255,{}
GPR2mm,Dummy,31,23,-0.21290353603097567,3.511878787878782,3.9870205855599163,{}
GPR2mm,Dummy,31,24,-0.003928232192657033,4.513499999999998,6.413241562059966,{}
GPR2mm,Ridge,31,0,0.6365696571772255,2.520633475530279,3.008559038254851,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,1,0.44663180393580315,1.8408668173834293,2.3902641752276677,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,2,0.8388326192780791,1.631483447282082,2.170777820160279,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,3,0.2605555343073359,3.8761646396891893,5.1229529495242145,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,4,0.5165171747035344,2.5391154242442346,4.0686574556732,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,5,0.3417682293476597,2.6470752715348325,3.0110620951208666,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,6,0.31607106796200524,3.4173174072455885,5.432148710749991,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,7,0.6511951368703747,2.4714373115544266,3.174539902223312,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,8,0.8040335056504107,1.8771597400272122,2.669342971964004,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,9,0.4918937821472996,2.3174433616910473,2.8441008856225403,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,10,0.6600697664055031,2.635195261146437,3.4903517994112017,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,11,0.27221412468431505,3.3279758772613435,4.592836357867522,"{""model__alpha"": 1.0}"
GPR2mm,Ridge,31,12,0.4140917028959077,2.640949677894847,4.236881108378601,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,13,0.24590069231889367,2.809867588324022,4.460069814685578,"{""model__alpha"": 100.0}"
GPR2mm,Ridge,31,14,0.5264474519708258,2.5970042346914783,3.172589876231481,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,15,0.6140000133919863,2.584001688527977,4.215350396765538,"{""model__alpha"": 10.0}"
GPR2mm,Ridge,31,16,0.20769599089352808,2.4809403187425407,3.5641949386094933,"{""model__alpha"": 10.0}"
